CustomerKey,Prefix,FirstName,LastName,Customer Name,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11524,MRS.,ALYSSA,JACKSON,ALYSSA  JACKSON,1/23/1956,M,F,alyssa11@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11525,MRS.,ARIANA,COOK,ARIANA  COOK,01-09-1956,M,F,ariana19@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11526,,KATHERINE,DIAZ,KATHERINE  DIAZ,08-06-1956,M,NA,katherine48@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11527,MRS.,JENNA,GREEN,JENNA  GREEN,06-04-1956,M,F,jenna14@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11528,MRS.,JOAN,WASHINGTON,JOAN  WASHINGTON,8/19/1957,M,F,joan7@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11529,MR.,AUSTIN,BRYANT,AUSTIN  BRYANT,11/16/1957,M,M,austin14@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11530,MR.,ANDREW,MARTINEZ,ANDREW  MARTINEZ,7/26/1957,M,M,andrew24@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11531,MRS.,NINA,YUAN,NINA  YUAN,01-07-1957,M,F,nina7@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11532,MRS.,LAUREN,MILLER,LAUREN  MILLER,2/26/1957,M,F,lauren24@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11533,MRS.,EBONY,GILL,EBONY  GILL,7/21/1957,M,F,ebony35@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11534,MR.,CAMERON,LEWIS,CAMERON  LEWIS,11/13/1958,S,M,cameron39@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11535,MR.,DEVIN,NELSON,DEVIN  NELSON,07-03-1958,M,M,devin32@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11536,MR.,LOGAN,CHOW,LOGAN  CHOW,4/17/1958,M,M,logan25@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11537,MR.,DAKOTA,ROSS,DAKOTA  ROSS,3/24/1958,M,M,dakota3@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11538,MRS.,NICOLE,TAYLOR,NICOLE  TAYLOR,8/28/1959,S,F,nicole9@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
11539,MR.,JUSTIN,WASHINGTON,JUSTIN  WASHINGTON,8/22/1959,M,M,justin10@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11540,MR.,ALBERTO,NAVARRO,ALBERTO  NAVARRO,1/28/1959,S,M,alberto11@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11541,MR.,AIDAN,ROSS,AIDAN  ROSS,04-12-1959,S,M,aidan4@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
11542,MR.,ALEJANDRO,TANG,ALEJANDRO  TANG,09-10-1968,S,M,alejandro30@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
11543,MRS.,SHEENA,CHANDE,SHEENA  CHANDE,2/17/1968,M,F,sheena13@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
11544,MR.,JOEL,GARCIA,JOEL  GARCIA,05-07-1968,M,M,joel14@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11545,MR.,REGINALD,DOMINGUEZ,REGINALD  DOMINGUEZ,3/25/1968,M,M,reginald20@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11546,MRS.,CHRISTINE,CHANDE,CHRISTINE  CHANDE,3/14/1968,M,F,christine10@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11547,MS.,CINDY,SAI,CINDY  SAI,03-08-1968,M,F,cindy6@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
11549,MS.,CRYSTAL,LIANG,CRYSTAL  LIANG,09-06-1968,M,F,crystal17@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
11550,MS.,DEB,TORRES,DEB  TORRES,08-08-1968,S,F,deb4@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
11551,MR.,SHANNON,ALVAREZ,SHANNON  ALVAREZ,5/25/1967,S,M,shannon26@adventure-works.com,"$10,000 ",3,High School,Manual,Y
11552,MR.,EDDIE,RUBIO,EDDIE  RUBIO,5/27/1967,S,M,eddie21@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
11553,MRS.,SHARON,LUO,SHARON  LUO,09-09-1967,M,F,sharon12@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
11554,MRS.,SYDNEY,SIMMONS,SYDNEY  SIMMONS,9/28/1926,S,F,sydney37@adventure-works.com,"$10,000 ",4,High School,Manual,Y
11555,MRS.,ALEXANDRIA,HENDERSON,ALEXANDRIA  HENDERSON,07-08-1926,M,F,alexandria5@adventure-works.com,"$40,000 ",1,Bachelors,Clerical,Y
11556,MR.,LUCAS,EVANS,LUCAS  EVANS,5/14/1967,M,M,lucas10@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
11557,MRS.,FELICIA,RAMOS,FELICIA  RAMOS,1/15/1967,S,F,felicia16@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11558,MR.,IVAN,MALHOTRA,IVAN  MALHOTRA,8/22/1967,S,M,ivan3@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11559,MR.,FREDERICK,SUBRAM,FREDERICK  SUBRAM,12/16/1967,S,M,frederick12@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11560,MRS.,WHITNEY,SRINI,WHITNEY  SRINI,8/13/1967,S,F,whitney7@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11561,MRS.,BRIANA,DOMINGUEZ,BRIANA  DOMINGUEZ,7/24/1966,S,F,briana12@adventure-works.com,"$10,000 ",5,Partial High School,Manual,Y
11562,MR.,JARROD,GONZALEZ,JARROD  GONZALEZ,4/19/1966,M,M,jarrod17@adventure-works.com,"$20,000 ",1,High School,Manual,Y
11563,MR.,CESAR,SRINI,CESAR  SRINI,02-01-1966,S,M,cesar7@adventure-works.com,"$20,000 ",1,High School,Manual,N
11564,MR.,JORGE,LIANG,JORGE  LIANG,07-12-1966,S,M,jorge19@adventure-works.com,"$20,000 ",1,High School,Manual,N
11565,MR.,ERIK,DIAZ,ERIK  DIAZ,07-02-1966,S,M,erik4@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11566,MS.,APRIL,SHAN,APRIL  SHAN,09-02-1967,M,F,april8@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
11567,MS.,CARLA,PEREZ,CARLA  PEREZ,9/23/1967,M,F,carla24@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
11568,MRS.,ALEXIA,FOSTER,ALEXIA  FOSTER,10/23/1966,S,F,alexia13@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11569,MR.,TROY,MALHOTRA,TROY  MALHOTRA,05-10-1966,M,M,troy5@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11570,MRS.,KRISTIN,ANDERSEN,KRISTIN  ANDERSEN,1/22/1966,M,F,kristin14@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11571,MR.,JOEL,SAI,JOEL  SAI,5/18/1966,M,M,joel5@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11572,MR.,BILLY,MORENO,BILLY  MORENO,3/15/1966,M,M,billy8@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11573,MRS.,MEAGAN,SUBRAM,MEAGAN  SUBRAM,11/15/1965,S,F,meagan13@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11574,MRS.,KARLA,LUO,KARLA  LUO,7/17/1965,S,F,karla6@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11575,MR.,JACKSON,CAMPBELL,JACKSON  CAMPBELL,4/21/1965,S,M,jackson37@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11576,MR.,MICAH,ZHU,MICAH  ZHU,02-10-1965,M,M,micah1@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11577,MRS.,JANET,SERRANO,JANET  SERRANO,10/22/1965,M,F,janet22@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11578,MRS.,TRISHA,HUANG,TRISHA  HUANG,11-08-1964,S,F,trisha0@adventure-works.com,"$10,000 ",3,Partial High School,Manual,Y
11579,MR.,CLAYTON,BECK,CLAYTON  BECK,8/20/1964,S,M,clayton38@adventure-works.com,"$20,000 ",3,High School,Manual,Y
11580,MR.,MELVIN,RAJE,MELVIN  RAJE,09-12-1933,M,M,melvin12@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
11581,MS.,CINDY,JORDAN,CINDY  JORDAN,09-04-1966,M,F,cindy2@adventure-works.com,"$40,000 ",0,Bachelors,Professional,Y
11582,MRS.,CLAUDIA,MA,CLAUDIA  MA,4/13/1963,S,F,claudia14@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
11583,MRS.,KARLA,XU,KARLA  XU,9/26/1965,S,F,karla5@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
11584,MR.,DEVIN,CARTER,DEVIN  CARTER,11/22/1965,M,M,devin33@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11585,MRS.,KARI,PEREZ,KARI  PEREZ,03-08-1965,M,F,kari21@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11586,MR.,ALBERTO,ROMERO,ALBERTO  ROMERO,12/15/1965,M,M,alberto10@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11587,MR.,KEVIN,BRYANT,KEVIN  BRYANT,10/21/1964,S,M,kevin20@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
11588,MRS.,CANDACE,MEHTA,CANDACE  MEHTA,7/14/1964,M,F,candace14@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
11589,MRS.,EBONY,MALHOTRA,EBONY  MALHOTRA,05-04-1964,M,F,ebony4@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11590,MRS.,ERIKA,DIAZ,ERIKA  DIAZ,10/18/1963,S,F,erika2@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
11591,MRS.,STACEY,LU,STACEY  LU,5/16/1963,S,F,stacey12@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
11592,MR.,DARRELL,RAJI,DARRELL  RAJI,09-04-1978,S,M,darrell9@adventure-works.com,"$20,000 ",0,High School,Manual,N
11593,MR.,ARMANDO,MORENO,ARMANDO  MORENO,3/25/1977,S,M,armando6@adventure-works.com,"$20,000 ",0,High School,Manual,Y
11594,MR.,COREY,GOEL,COREY  GOEL,11-04-1979,S,M,corey16@adventure-works.com,"$20,000 ",4,High School,Manual,Y
11595,MR.,SEBASTIAN,HOWARD,SEBASTIAN  HOWARD,07-02-1979,S,M,sebastian12@adventure-works.com,"$20,000 ",5,High School,Manual,Y
11596,MR.,ROGER,RAJE,ROGER  RAJE,09-03-1963,M,M,roger41@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11597,MRS.,JANELLE,CHANDRA,JANELLE  CHANDRA,02-06-1978,S,F,janelle2@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
11598,MRS.,MEREDITH,RUIZ,MEREDITH  RUIZ,07-02-1978,S,F,meredith24@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
11599,MS.,MELODY,DIAZ,MELODY  DIAZ,9/16/1977,S,F,melody3@adventure-works.com,"$20,000 ",0,High School,Manual,N
11600,MS.,LINDA,RUBIO,LINDA  RUBIO,04-07-1977,S,F,linda36@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11601,MR.,IVAN,RAMAN,IVAN  RAMAN,8/21/1977,S,M,ivan8@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
11602,MR.,LARRY,GILL,LARRY  GILL,4/13/1977,S,M,larry16@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11603,MR.,GEOFFREY,GONZALEZ,GEOFFREY  GONZALEZ,02-06-1977,S,M,geoffrey16@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11604,MR.,EDGAR,SANCHEZ,EDGAR  SANCHEZ,06-03-1977,S,M,edgar21@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
11605,MS.,HEIDI,SUBRAM,HEIDI  SUBRAM,11/20/1976,S,F,heidi15@adventure-works.com,"$20,000 ",0,High School,Manual,N
11606,MS.,MELODY,RAMOS,MELODY  RAMOS,02-03-1975,S,F,melody17@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
11607,MR.,CLINTON,MORENO,CLINTON  MORENO,05-09-1975,S,M,clinton3@adventure-works.com,"$20,000 ",0,High School,Manual,Y
11608,MR.,CESAR,MADAN,CESAR  MADAN,03-04-1976,S,M,cesar6@adventure-works.com,"$20,000 ",0,High School,Manual,N
11609,MR.,EUGENE,YE,EUGENE  YE,6/26/1976,S,M,eugene13@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11610,MR.,BLAKE,COLLINS,BLAKE  COLLINS,4/23/1975,S,M,blake47@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11611,MR.,ERNEST,LIN,ERNEST  LIN,2/27/1974,M,M,ernest7@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11612,MR.,KEITH,ANDERSEN,KEITH  ANDERSEN,10-11-1974,S,M,keith16@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11613,MS.,MEREDITH,PRASAD,MEREDITH  PRASAD,11-03-1975,S,F,meredith8@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11614,MS.,KATRINA,SHARMA,KATRINA  SHARMA,8/17/1975,S,F,katrina8@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11615,MR.,DWAYNE,NAVARRO,DWAYNE  NAVARRO,11/21/1975,M,M,dwayne9@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11616,MRS.,CASEY,NATH,CASEY  NATH,03-09-1975,M,F,casey20@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11617,MR.,SEAN,BROOKS,SEAN  BROOKS,04-04-1959,S,M,sean8@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,N
11618,MR.,BRIAN,RAMIREZ,BRIAN  RAMIREZ,4/24/1959,M,M,brian19@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11619,MS.,SIERRA,YOUNG,SIERRA  YOUNG,05-01-1973,S,F,sierra15@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
11620,MS.,MEGAN,RODRIGUEZ,MEGAN  RODRIGUEZ,4/20/1973,S,F,megan23@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
11621,MS.,LEAH,SHE,LEAH  SHE,2/19/1973,S,F,leah19@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N
11622,MR.,GABRIEL,ALLEN,GABRIEL  ALLEN,12/17/1973,M,M,gabriel53@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
11623,,ANGELA,PERRY,ANGELA  PERRY,6/27/1973,S,NA,angela10@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11624,MR.,RYAN,SMITH,RYAN  SMITH,3/23/1973,S,M,ryan39@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11625,MR.,ZACHARY,MOORE,ZACHARY  MOORE,1/19/1973,M,M,zachary37@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11626,MRS.,DESTINY,ROGERS,DESTINY  ROGERS,6/14/1973,M,F,destiny26@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11627,MR.,DALTON,GRAY,DALTON  GRAY,2/27/1973,M,M,dalton76@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11628,MRS.,MARIAH,WOOD,MARIAH  WOOD,5/17/1972,S,F,mariah6@adventure-works.com,"$40,000 ",1,Graduate Degree,Skilled Manual,Y
11629,MR.,ISAIAH,WRIGHT,ISAIAH  WRIGHT,02-08-1971,S,M,isaiah45@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
11630,MRS.,HALEY,POWELL,HALEY  POWELL,12/25/1971,M,F,haley27@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11631,MR.,ANTONIO,BENNETT,ANTONIO  BENNETT,2/13/1971,M,M,antonio1@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11633,MR.,THOMAS,ANDERSON,THOMAS  ANDERSON,5/26/1972,M,M,thomas71@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11634,MR.,SAMUEL,COLLINS,SAMUEL  COLLINS,06-12-1972,M,M,samuel33@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11635,MR.,DARRELL,CHANDE,DARRELL  CHANDE,8/14/1972,M,M,darrell4@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11636,MRS.,KIMBERLY,COX,KIMBERLY  COX,12/22/1972,S,F,kimberly14@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11637,MRS.,MORGAN,HERNANDEZ,MORGAN  HERNANDEZ,8/14/1972,M,F,morgan15@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
11638,MR.,ANTONIO,POWELL,ANTONIO  POWELL,03-12-1972,M,M,antonio8@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
11639,MRS.,ANGELICA,PERRY,ANGELICA  PERRY,12/23/1972,M,F,angelica7@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
11640,MRS.,CHLOE,WILSON,CHLOE  WILSON,05-03-1970,M,F,chloe40@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11641,MR.,JAMES,CHEN,JAMES  CHEN,08-12-1970,M,M,james41@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11642,MRS.,MORGAN,HUGHES,MORGAN  HUGHES,12/26/1970,M,F,morgan81@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11643,,NAOMI,MUNOZ,NAOMI  MUNOZ,7/27/1970,M,NA,naomi7@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11644,MR.,CHARLES,TORRES,CHARLES  TORRES,10-07-1969,S,M,charles52@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,Y
11645,MRS.,GABRIELLA,TURNER,GABRIELLA  TURNER,10/19/1969,S,F,gabriella27@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,Y
11646,MRS.,ANNA,FOSTER,ANNA  FOSTER,3/19/1969,S,F,anna41@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,Y
11647,MR.,RANDY,WU,RANDY  WU,9/22/1969,S,M,randy8@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,N
11648,MR.,KEVIN,SCOTT,KEVIN  SCOTT,4/16/1969,S,M,kevin50@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11649,MR.,IAN,WHITE,IAN  WHITE,1/26/1969,M,M,ian12@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11650,MR.,CALEB,HAYES,CALEB  HAYES,7/26/1969,M,M,caleb19@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11651,MRS.,PATRICIA,GARCIA,PATRICIA  GARCIA,12/17/1971,M,F,patricia18@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11652,MR.,SAMUEL,RUSSELL,SAMUEL  RUSSELL,05-05-1971,M,M,samuel19@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11653,MRS.,SYDNEY,PETERSON,SYDNEY  PETERSON,06-08-1971,S,F,sydney15@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11654,MRS.,ARIANA,SANCHEZ,ARIANA  SANCHEZ,9/19/1971,M,F,ariana22@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11655,MRS.,TAMARA,SHARMA,TAMARA  SHARMA,04-01-1971,S,F,tamara21@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
11656,MRS.,KATELYN,PEREZ,KATELYN  PEREZ,9/20/1971,M,F,katelyn35@adventure-works.com,"$70,000 ",3,Graduate Degree,Professional,Y
11657,MRS.,MEGAN,COX,MEGAN  COX,05-04-1971,M,F,megan39@adventure-works.com,"$70,000 ",3,Graduate Degree,Professional,Y
11658,MR.,ROBERT,MITCHELL,ROBERT  MITCHELL,02-07-1969,M,M,robert53@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11659,MR.,MIGUEL,ADAMS,MIGUEL  ADAMS,4/22/1969,S,M,miguel32@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11660,MRS.,MIRANDA,GONZALES,MIRANDA  GONZALES,1/22/1969,M,F,miranda17@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11661,MR.,JEREMIAH,JAMES,JEREMIAH  JAMES,01-07-1970,S,M,jeremiah39@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11662,MR.,ETHAN,KUMAR,ETHAN  KUMAR,07-04-1970,S,M,ethan24@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
11663,MR.,SETH,WILLIAMS,SETH  WILLIAMS,2/25/1970,M,M,seth2@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
11664,MRS.,ALYSSA,MORGAN,ALYSSA  MORGAN,02-09-1970,S,F,alyssa30@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
11665,MRS.,JANET,DOMINGUEZ,JANET  DOMINGUEZ,12/13/1970,M,F,janet18@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
11666,MR.,ANGEL,BAKER,ANGEL  BAKER,12/17/1970,M,M,angel30@adventure-works.com,"$80,000 ",2,Graduate Degree,Professional,Y
11667,MR.,BLAKE,MOORE,BLAKE  MOORE,6/21/1967,M,M,blake7@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11668,MRS.,JADA,COLLINS,JADA  COLLINS,09-07-1967,S,F,jada15@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11669,MRS.,ISABELLA,SIMMONS,ISABELLA  SIMMONS,10/21/1967,S,F,isabella25@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11670,MRS.,JACQUELINE,PERRY,JACQUELINE  PERRY,10/17/1967,S,F,jacqueline8@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11671,MRS.,JESSICA,BROWN,JESSICA  BROWN,5/18/1966,S,F,jessica51@adventure-works.com,"$60,000 ",3,Bachelors,Skilled Manual,N
11672,MR.,CHAD,JAI,CHAD  JAI,9/21/1966,M,M,chad13@adventure-works.com,"$60,000 ",3,Bachelors,Skilled Manual,Y
11673,MRS.,SUSAN,YE,SUSAN  YE,02-07-1966,S,F,susan19@adventure-works.com,"$60,000 ",3,Bachelors,Skilled Manual,Y
11674,MS.,MORGAN,ROGERS,MORGAN  ROGERS,8/18/1966,M,F,morgan49@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
11675,MR.,DEVIN,MARTINEZ,DEVIN  MARTINEZ,02-02-1966,S,M,devin16@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
11676,MR.,ALAN,HU,ALAN  HU,2/13/1966,M,M,alan24@adventure-works.com,"$80,000 ",0,Graduate Degree,Professional,Y
11677,MR.,CHARLES,WALKER,CHARLES  WALKER,10/14/1969,S,M,charles27@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
11678,MR.,JOHNNY,CHAVEZ,JOHNNY  CHAVEZ,1/28/1969,M,M,johnny16@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
11679,MR.,DALTON,RICHARDSON,DALTON  RICHARDSON,05-08-1969,M,M,dalton80@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
11680,MRS.,KAYLEE,NELSON,KAYLEE  NELSON,09-04-1969,M,F,kaylee31@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
11681,MRS.,ABIGAIL,JONES,ABIGAIL  JONES,08-07-1969,M,F,abigail50@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
11682,MRS.,KAITLYN,HALL,KAITLYN  HALL,3/16/1969,M,F,kaitlyn46@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,N
11683,MR.,GREG,TAYLOR,GREG  TAYLOR,01-05-1969,M,M,greg10@adventure-works.com,"$80,000 ",2,Graduate Degree,Professional,Y
11684,MR.,DEVIN,PARKER,DEVIN  PARKER,10-01-1965,S,M,devin40@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
11685,MR.,JOSE,GRIFFIN,JOSE  GRIFFIN,02-07-1965,M,M,jose15@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
11687,MR.,CODY,TORRES,CODY  TORRES,7/13/1965,S,M,cody5@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
11688,MRS.,VICTORIA,MORRIS,VICTORIA  MORRIS,12/25/1965,S,F,victoria26@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,Y
11689,MR.,IAN,DIAZ,IAN  DIAZ,09-06-1965,M,M,ian62@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,Y
11690,MS.,CAROLINE,BUTLER,CAROLINE  BUTLER,1/13/1965,M,F,caroline15@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
11691,MS.,KAITLYN,WILSON,KAITLYN  WILSON,01-03-1964,S,F,kaitlyn29@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
11692,MR.,CALEB,GONZALES,CALEB  GONZALES,6/19/1964,M,M,caleb14@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
11693,MRS.,HAILEY,DIAZ,HAILEY  DIAZ,9/24/1964,S,F,hailey42@adventure-works.com,"$50,000 ",4,Bachelors,Skilled Manual,N
11694,MR.,JONATHON,ORTEGA,JONATHON  ORTEGA,3/24/1964,M,M,jonathon16@adventure-works.com,"$50,000 ",4,Bachelors,Skilled Manual,Y
11695,MR.,LOGAN,CAMPBELL,LOGAN  CAMPBELL,01-11-1964,M,M,logan33@adventure-works.com,"$50,000 ",5,Bachelors,Skilled Manual,Y
11696,MRS.,MACKENZIE,CAMPBELL,MACKENZIE  CAMPBELL,04-05-1964,S,F,mackenzie29@adventure-works.com,"$50,000 ",5,Bachelors,Skilled Manual,Y
11697,MR.,EDUARDO,LEE,EDUARDO  LEE,6/24/1964,M,M,eduardo21@adventure-works.com,"$50,000 ",4,Bachelors,Skilled Manual,Y
11698,MR.,JACKSON,WRIGHT,JACKSON  WRIGHT,11/25/1964,M,M,jackson51@adventure-works.com,"$50,000 ",4,Bachelors,Skilled Manual,Y
11699,MR.,CHASE,PETERSON,CHASE  PETERSON,3/16/1963,S,M,chase5@adventure-works.com,"$60,000 ",4,Bachelors,Skilled Manual,N
11700,MR.,XAVIER,RICHARDSON,XAVIER  RICHARDSON,11/25/1963,S,M,xavier76@adventure-works.com,"$60,000 ",4,Bachelors,Professional,N
11701,MR.,DAVID,HAYES,DAVID  HAYES,8/24/1963,M,M,david56@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
